id,name,location,cuisine,price_level,rating,review_count,is_open,hours,tags,description,menu_summary,top_reviews,vibe
11,LeMont,Mount Washington,Fine Dining (Continental),4,4.4,370,True,"Tue-Thu 5pm-9pm; Fri-Sat 5pm-10pm; Sun 4pm-8pm; Mon closed","[\"fine dining\", \"romantic\", \"scenic view\", \"classic\"]","A Pittsburgh landmark for fine dining, LeMont is perched atop Mount Washington, offering sweeping panoramic views of the city skyline. This elegant, old-school restaurant features white-tablecloth service, live music, and a Continental-American menu, making it a go-to spot for special occasions and romantic dinners.","The menu includes upscale classics like Chateaubriand for two, lobster bisque, filet mignon, and veal Normandy, as well as an award-winning Sunday brunch buffet. Decadent desserts and a deep wine list complete the experience.","Guests often describe the experience as timeless and luxurious, praising the stunning view and attentive service. Many celebrate anniversaries or birthdays here, noting the nostalgic charm and consistently well-prepared steak and seafood dishes.","opulent and panoramic", 
12,Long Story Short,Lawrenceville,Sandwiches & Bar,2,4.5,85,True,"Tue-Thu 4pm-10pm; Fri-Sat 12pm-12am; Sun 12pm-8pm; Mon closed","[\"casual\", \"sandwiches\", \"retro\", \"arcade\"]","A laid-back sandwich joint and bar with a fun retro vibe, Long Story Short was created by the team behind a local brewery. The space features a \"retro rumpus room\" in the back and an arcade on the mezzanine level plastered with classic movie posters&#8203;:contentReference[oaicite:6]{index=6}, making it as much an experience as a place to eat.","The menu focuses on comfort food: hearty sandwiches (like smash burgers and fried chicken sandwiches), creative hot dogs, and shareable snacks. There’s a full bar with local beers and inventive cocktails to enjoy between arcade games.","Customers love the playful atmosphere and delicious comfort eats, often commenting on the nostalgia of the decor and the perfectly cooked smash burgers. It's praised as a great casual hangout for food, drinks, and some arcade fun.","playful and nostalgic", 
13,Moonlit Burgers,Dormont,Burgers,1,4.7,560,True,"Tue-Thu 11am-9pm; Fri-Sat 11am-10pm; Sun 11am-8pm; Mon closed","[\"burgers\", \"casual\", \"smash burgers\", \"retro\"]","A popular burger spot born from a pop-up concept, Moonlit Burgers is known for its classic smash burgers served with a Pittsburgh twist. The Dormont location exudes a throwback diner feel, complete with neon signage and a steady crowd craving indulgent comfort food.","Its signature smash burgers feature thin, crispy-edged beef patties layered with American cheese, griddled onions, and special sauce on a soft bun. Sides include fresh-cut fries (offerings like poutine fries), milkshakes, and rotating special burgers that push creative boundaries.","Customers rave about the juicy, flavorful smash burgers, often calling them the best in town. The fast, friendly service and nostalgic vibe keep locals and visitors coming back whenever they’re craving an all-American burger experience.","energetic and nostalgic", 
14,Nanban,Lawrenceville,Asian Fusion (Japanese/Korean),2,4.6,210,True,"Tue-Thu 11am-9pm; Fri-Sat 11am-10pm; Sun 11am-8pm; Mon closed","[\"Asian fusion\", \"spicy\", \"BYOB\", \"counter-service\"]","A BYOB eatery specializing in “five-alarm” Asian soul food, Nanban brings the heat with a fusion of Japanese and Korean street eats&#8203;:contentReference[oaicite:7]{index=7}. Born from the merger of two popular concepts (a ramen shop and a fried chicken joint), this counter-service spot in Lawrenceville serves boldly flavored comfort food in a casual setting.","The menu features spicy ramen bowls (like the infamous Inferno Ramen), Korean-style fried chicken sandwiches (the Hot Chicken Sando packs serious heat), steamed bao buns, and creative small plates. Cooling sides and rotating specials help balance out the fiery offerings.","Spice-loving customers can’t get enough of Nanban’s intense flavors, frequently mentioning the addictive heat of the hot chicken and ramen. They also appreciate the fun, no-frills atmosphere and the fact that it’s BYOB, which keeps the experience affordable.","funky and fiery", 
15,Oak Hill Post,Brookline,Breakfast & Brunch Cafe,1,4.8,140,True,"Wed-Mon 7:30am-2pm; Tue closed","[\"breakfast\", \"brunch\", \"cozy\", \"neighborhood\"]","A charming daytime cafe in Brookline, Oak Hill Post offers a welcoming community vibe—like a foodie version of the bar in “Cheers,” where everybody knows your name&#8203;:contentReference[oaicite:8]{index=8}. This breakfast and brunch hot spot serves comfort food favorites with creative twists, in a bright and friendly setting.","The menu revolves around biscuit-based dishes and hearty breakfast fare: from a loaded breakfast burrito with sausage gravy and biscuit bites, to fried chicken on a biscuit, and their famous Crème Brûlée French Toast. House-made pastries and rotating specials keep regulars coming back daily.","Regulars rave about the warm hospitality and consistently delicious food. Many note that it feels like a neighborhood living room, with standout favorites like the fluffy biscuits and unique French toast earning high praise.","homey and cheerful", 
16,Pizza Lupo,Lawrenceville,Pizza,1,4.7,180,True,"Tue-Thu 4pm-9pm; Fri-Sat 4pm-10pm; Sun-Mon closed","[\"pizza\", \"takeout\", \"artisanal\", \"family-run\"]","A small artisan pizzeria run by two firefighter brothers who are heating up Lawrenceville with their pies&#8203;:contentReference[oaicite:9]{index=9}. Pizza Lupo (Italian for “wolf”) specializes in naturally leavened, sourdough crust pizzas baked to perfection. With limited seating and a takeout-focused setup, this family-run spot has earned a loyal following for its creative, high-quality pizzas.","The menu features a rotating selection of wood-fired pizzas available in multiple sizes (including a thick, square Grandma style) and Italian sandwiches and pastas. Standouts include the Tropic Thunder pizza (jalapeño, bacon, and a spicy-sweet kick of pineapple) and a rich vodka sauce pie, as well as addictive garlic-mascarpone pull-apart bread.","Fans love the chewy sourdough crust and inventive topping combinations, often remarking that Pizza Lupo delivers gourmet pizza flavors without pretension. Many note it's their go-to for takeout on pizza night, with friendly service from the Wolff family making the experience even better.","funky and family-friendly", 
17,Pusadee’s Garden,Lawrenceville,Thai,3,4.7,320,True,"Tue-Thu 5pm-10pm; Fri-Sat 5pm-11pm; Sun 5pm-9pm; Mon closed","[\"Thai\", \"outdoor seating\", \"romantic\", \"trendy\"]","An acclaimed Thai restaurant known for its lush courtyard dining space that transports guests out of the city. Tucked in Upper Lawrenceville, Pusadee’s Garden offers artfully presented Thai cuisine in a beautiful, modern setting—the outdoor garden is a tranquil oasis that complements the refined dishes&#8203;:contentReference[oaicite:10]{index=10}. (Chef Busaba Tongdee was even a 2023 James Beard Award nominee for her work here&#8203;:contentReference[oaicite:11]{index=11}.)","The menu features authentic Thai flavors with a contemporary twist: aromatic curries, fresh herbaceous salads, grilled meats, and seasonal specials incorporating local produce (foraged mushrooms, ramps, etc.). Signature dishes like jungle curry and Pad Kee Mao are spicy favorites, balanced by creative cocktails and teas.","Diners consistently praise the serene ambiance and exquisite flavors at Pusadee’s. Many highlight the garden seating as a highlight of their visit, along with the thoughtfully spiced dishes that offer a true taste of Thailand elevated to fine-dining standards.","serene and upscale", 
18,Scratch & Co.,Troy Hill,Gastropub & Cafe,2,4.6,150,True,"Wed-Thu 5pm-10pm; Fri 5pm-11pm; Sat 10am-2pm, 5pm-11pm; Sun 10am-2pm, 5pm-9pm; Mon-Tue closed","[\"neighborhood\", \"farm-to-table\", \"community\", \"craft beer\"]","A community-driven gastropub and cafe in Troy Hill, Scratch & Co. is beloved for its locally sourced, made-from-scratch meals and its commitment to the neighborhood. During the pandemic, owner Don Mahaney even adopted a pay-what-you-can model and market to support locals&#8203;:contentReference[oaicite:12]{index=12}. Now returned to traditional service, Scratch & Co. continues to serve elevated comfort food in a cozy, convivial setting.","The menu features creative comfort dishes like the famed Meatballloaf sandwich (a sturdy meatball sub on house focaccia), seasonal salads, hearty brunch plates, and rotating dinner specials that highlight local produce. The bar offers craft beers and cocktails, and fun events like \"Mystic Mondays\" with tarot readings add to the charm.","Reviewers highlight the welcoming, community atmosphere and consistently delicious food. Many appreciate the restaurant’s mission and note that the quality—from the house-baked bread to the inventive entrees—shines through in every dish. Brunch in particular has a devoted following.","friendly and eclectic", 
19,Soju,Garfield,Korean Fusion,2,4.5,190,True,"Tue-Thu 5pm-10pm; Fri-Sat 5pm-12am; Sun 5pm-9pm; Mon closed","[\"Korean\", \"bar\", \"artsy\", \"intimate\"]","A small Korean-American restaurant and bar in Garfield that feels like a neighborhood living room. For six years and counting, Soju has drawn in locals with its intimate, art-adorned space and a menu that encourages sharing and conversation&#8203;:contentReference[oaicite:13]{index=13}. The walls feature local artwork, and the ever-welcoming atmosphere makes it easy to chat with fellow diners over creative cocktails.","The menu includes Korean-inspired comfort food such as Bi Bim Bap bowls, tteokbokki (stir-fried rice cakes), and Korean BBQ plates with kalbi and bulgogi. Bar favorites like the massive Soju Punch cocktail bowl&#8203;:contentReference[oaicite:14]{index=14} and nori-seasoned fries showcase the restaurant’s playful take on food and drink.","Patrons love Soju’s blend of delicious food and community vibe. Many mention making new friends at the bar or bonding over the shareable punch bowl. The consensus is that the dishes— from spicy fried chicken sandwiches to savory rice bowls—are flavorful and authentic, served with a personal touch in a cozy setting.","laid-back and artistic", 
20,Spork,Garfield,Contemporary American,3,4.6,220,True,"Wed-Thu 5pm-10pm; Fri-Sat 5pm-11pm; Sun-Tue closed","[\"innovative\", \"tasting menu\", \"garden-to-table\", \"intimate\"]","An inventive, intimate restaurant known for its ever-evolving menu and culinary creativity. Spork operates a small urban garden next door, often picking fresh herbs and edible flowers (like dill and nasturtiums) the same day to use in dishes&#8203;:contentReference[oaicite:15]{index=15}. The result is a high-end dining experience where seasonal ingredients shine, in a cozy space with only a handful of tables.","Spork offers a multi-course tasting menu format as well as à la carte options that blend modern American cuisine with global influences. Dishes can range from house-cured charcuterie to delicate handmade pastas and unexpected flavor pairings. Their cocktail program is equally thoughtful, with rotating specialty drinks that often support charitable causes.","Diners frequently leave impressed by Spork’s attention to detail and the element of surprise in the menu. Many highlight the garden-fresh ingredients and the knowledgeable staff who guide them through each course, making the experience feel personalized and special.","innovative and intimate", 
21,The Vandal,Lawrenceville,New American Cafe,2,4.5,240,True,"Wed-Sun 10am-3pm, 5pm-9pm; Mon-Tue closed","[\"brunch\", \"seasonal\", \"minimalist\", \"natural wine\"]","A chic yet unpretentious bistro in Lawrenceville, The Vandal is a small restaurant with minimalist decor but bold, seasonal flavors&#8203;:contentReference[oaicite:16]{index=16}. It’s a popular brunch spot by day and an intimate dinner destination by night, showcasing a constantly changing menu that highlights local ingredients and a thoughtfully curated natural wine program.","The menu is concise and market-driven: think inventive vegetable-forward small plates, hearty grain bowls, fresh oysters on Wednesdays, and dishes that draw inspiration from global cuisines while remaining comfortingly familiar. Their weekend brunch is famed for dishes like shakshuka and ricotta pancakes.","Customers often describe The Vandal as a neighborhood gem, praising the fresh, creative dishes and the relaxed atmosphere. Many specifically recommend the brunch and the unique wine selections, noting that the restaurant manages to feel trendy yet welcoming.","minimalist and hip", 
22,Wise County Biscuits & Cafe,North Side,Breakfast & Brunch,1,4.9,100,True,"Wed-Mon 7:30am-2pm; Tue closed","[\"breakfast\", \"biscuits\", \"Southern\", \"cozy\"]","A cheerful North Side cafe dedicated to Southern-style biscuit cooking, Wise County Biscuits was born from owner James Wolfe’s Appalachian roots. His grandmother from Wise County, VA taught him the art of buttermilk biscuits, and now those flaky, hearty biscuits form the cornerstone of this menu&#8203;:contentReference[oaicite:17]{index=17}. The atmosphere is bright and country-chic, making patrons feel right at home.","The menu showcases a variety of biscuit sandwiches and platters—like the popular build-your-own biscuit with fried egg and choice of toppings, or \"Sallie’s Snack\" with pimento cheese, egg, and Chow Chow relish. Rounding out the offerings are classic sides (home fries, grits), daily baked goods, and locally roasted coffee.","Reviewers can’t get enough of the tender, buttery biscuits, often saying they are the best in Pittsburgh. The cafe’s down-home hospitality and reasonable prices also earn high marks, with many noting it’s the perfect spot for a comforting breakfast or lunch that tastes like home cooking.","bright and homey", 
23,The Woods House Historic Pub,Hazelwood,Scottish Pub,2,4.7,130,True,"Tue-Thu 4pm-10pm; Fri-Sat 12pm-11pm; Sun 12pm-8pm; Mon closed","[\"historic\", \"pub\", \"Scottish\", \"cozy\"]","A unique tavern set in a 1792 stone house (one of the oldest structures in Pittsburgh), The Woods House Historic Pub allows guests to dine in a piece of history&#8203;:contentReference[oaicite:18]{index=18}. This Scottish-style pub overlooks the new Hazelwood Green development and embraces its heritage with hearty UK-inspired fare and a cozy, old-world atmosphere complete with fireplaces and period decor.","The menu pays homage to traditional Scottish and British dishes: think Scotch eggs with mustard aioli, fish and chips, savory pies, and black pudding with mash and gravy&#8203;:contentReference[oaicite:19]{index=19}. Modern touches include Guinness-braised pot roast mac and cheese and a curated list of Scotch whiskies and beers to enjoy across its two tavern floors.","Visitors love the combination of history and comfort food at Woods House. Many mention that dining by the fireplace with a pint and a plate of shepherd's pie feels like stepping back in time. The authentic Scotch recipes and the pub’s fascinating backstory make for a memorable, hearty dining experience.","historic and cozy", 
24,"Primanti Bros. (Strip District)",Strip District,Sandwiches,1,4.5,1200,True,"Mon-Thu 10am-12am; Fri-Sat 10am-3am; Sun 10am-12am","[\"sandwiches\", \"iconic\", \"late-night\", \"casual\"]","A Pittsburgh institution famous for its \"Almost Famous\" sandwiches piled high with tangy coleslaw and french fries. Since 1933, Primanti Bros. has been serving its classic sandwich loaded with grilled meat, provolone, vinegar-based coleslaw, sliced tomatoes, and, of course, french fries&#8203;:contentReference[oaicite:20]{index=20}. The original Strip District location, once a trucker’s lunch spot, now stays open late into the night to feed hungry locals and tourists alike&#8203;:contentReference[oaicite:21]{index=21}.","The signature menu item is the Primanti sandwich available with various fillings (pastrami, capicola, turkey, etc.), all topped with slaw and fries between thick Italian bread. Other menu staples include wings, pizza, and beer, but it's the overstuffed sandwiches—best enjoyed with an Iron City beer—that define the Primanti experience.","Visitors often call Primanti’s a must-visit for an authentic Pittsburgh experience. They love the no-frills, bustling atmosphere and hearty portions. Many reviews highlight the unique combination of fries and slaw in the sandwich as oddly satisfying, and late-night crowds appreciate the extended hours and quick service.","boisterous and no-frills", 
25,Pamela’s Diner,Strip District,Diner (Breakfast),1,4.5,328,True,"Daily 8am-2pm","[\"diner\", \"pancakes\", \"retro\", \"historic\"]","A retro Pittsburgh diner famous for its crêpe-style pancakes and hearty breakfast plates. Pamela’s Diner has been a local staple for decades, with Formica countertops, vintage decor, and a loyal following — even President Obama proclaimed their pancakes the best he’d had in years, praising their buttery, crispy edges&#8203;:contentReference[oaicite:22]{index=22}.","Their signature dish is the plate-sized crepe pancakes, served with toppings like strawberries and whipped cream. Other favorites include omelets overflowing with fillings, lyonnaise potatoes, and classic diner fare like bacon, eggs, and hash browns—all served in generous portions.","Customers adore the nostalgic atmosphere and consistently delicious food. Pamela’s hotcakes, in particular, receive endless acclaim for their unique texture and flavor. Expect a wait on weekends, but most agree that the friendly service and memorable breakfast make it well worth it.","bustling and nostalgic", 
26,Tessaro’s,Bloomfield,Burgers & Barbecue,2,4.6,600,True,"Mon-Thu 11am-11pm; Fri-Sat 11am-12am; Sun closed","[\"burgers\", \"grill\", \"casual\", \"neighborhood\"]","A beloved neighborhood grill in Bloomfield, Tessaro’s is renowned for its no-nonsense, juicy burgers cooked over a hardwood charcoal grill. This classic Pittsburgh tavern has a cozy, old-school atmosphere (wood-paneled walls, neon beer signs) and has frequently been cited as serving the best burgers in the city.","The star of the menu is the half-pound burger—hand-ground in-house daily and flame-grilled to perfection—served on a fresh bun with simple toppings. Tessaro’s also offers hearty grilled steaks, chicken, and traditional sides like coleslaw, chili, and baked beans, all imbued with smoky flavor from the open grill.","Regulars and newcomers alike rave about the rich, char-grilled taste of Tessaro’s burgers. Many reviews highlight the consistency over the years and the friendly, laid-back service. It’s the kind of place where time stands still, and you can simply enjoy a great burger and a cold beer among friends.","classic and cozy", 
27,"DiAnoia’s Eatery",Strip District,Italian,2,4.7,1000,True,"Tue-Thu 11am-9pm; Fri 11am-10pm; Sat 10am-10pm; Sun 10am-3pm; Mon closed","[\"Italian\", \"bakery\", \"cocktails\", \"trendy\"]","A vibrant all-day Italian cafe, bakery, and restaurant in the Strip District, DiAnoia’s Eatery transitions from a coffee-and-pastry spot in the morning to a bustling trattoria at night. With its white subway tiles and cozy bistro tables, the ambiance is equal parts modern and welcoming, perfect for enjoying homemade Italian comfort food.","By day, guests pop in for espresso, cannoli, and fresh-baked Italian pastries. By night, the menu shines with house-made pastas (like ricotta gnocchi and cacio e pepe), wood-fired Roman-style pizzas, and shareable antipasti. A full bar serves creative cocktails (the negroni list is a highlight) and Italian wines to pair with dinner.","Diners frequently mention DiAnoia’s as their favorite Italian spot in Pittsburgh, praising the exceptionally fresh pasta and warm hospitality. The restaurant’s hybrid cafe/restaurant concept also gets love—many appreciate grabbing a pastry in the morning then returning for a hearty, authentic Italian dinner in the same inviting space.","charming and lively", 
28,Little Tokyo Bistro,South Side,Japanese & Sushi,2,4.3,100,True,"Mon, Wed-Fri 11:30am-2:30pm, 4:30pm-9pm; Sat 4:30pm-10pm; Sun 4:30pm-9pm; Tue closed","[\"sushi\", \"Japanese\", \"intimate\", \"casual\"]","A cozy sushi bar and Japanese bistro located on East Carson Street in the South Side. Little Tokyo Bistro offers a broad menu of Japanese favorites, from creative sushi rolls and sashimi to kitchen entrees like teriyaki and tempura, all served in a relaxed, intimate setting.","Popular choices include the chef’s special sushi rolls (with fresh salmon, tuna, and eel featuring prominently), bento box combinations for lunch, and appetizers like gyoza and seaweed salad. They also serve classic staples such as udon noodle soup and hibachi-style fried rice, providing something for every taste.","Patrons appreciate the freshness of the sushi and the friendly, unhurried atmosphere. It’s often described as a hidden gem for quality Japanese food outside of the downtown core, with many regulars returning for the generous portions and authentic flavors.","unpretentious and cozy", 
29,El Campesino,North Hills,Mexican,2,4.4,500,True,"Sun-Thu 11am-9pm; Fri-Sat 11am-10pm","[\"Mexican\", \"family-friendly\", \"casual\", \"margaritas\"]","A long-running local Mexican restaurant chain, El Campesino serves up all the classic Tex-Mex favorites in a colorful and family-friendly atmosphere. The North Hills location (on McKnight Road) is known for its fast, friendly service and consistently tasty fare, making it a go-to spot for casual lunches and dinners.","The extensive menu features everything from sizzling fajitas and loaded burritos to cheesy enchiladas and combo platters. Crowd favorites include the homemade chips and salsa (with a kick of cilantro), the velvety queso dip, and jumbo margaritas in a variety of flavors—often enjoyed during the restaurant’s popular happy hour.","Customers appreciate El Campesino for its generous portions, affordable prices, and authentic flavors. It’s frequently praised as a reliable choice for a fun night out with family or friends, where the ambiance is lively and the plates arrive hot and satisfying.","festive and relaxed", 
30,Aladdin’s Eatery,Squirrel Hill,Middle Eastern,2,4.5,280,True,"Daily 11am-9pm","[\"Middle Eastern\", \"healthy\", \"casual\", \"vegetarian-friendly\"]","A popular regional chain offering a large menu of Lebanese and Middle Eastern dishes in a casual cafe setting. The Squirrel Hill location of Aladdin’s Eatery is bright and inviting, appealing to both health-conscious diners and those craving authentic Middle Eastern flavors, with many vegetarian and vegan options available.","The menu spans fresh hummus and pita, stuffed grape leaves, and crisp falafel to heartier platters like shish kebabs and shawarma rolled pitas. Signature salads (topped with house-made dressings), lentil soups, fresh juices, and smoothies round out the offerings, and there’s a dessert case of baklava and other sweets for a sweet finish.","Regulars commend the consistently fresh ingredients and flavorful preparations, noting that everything from the tangy garlic sauce to the tabouli tastes homemade. The quick service and reasonable prices make it a favorite for both takeout and relaxed dine-in meals.","bright and casual", 
31,Pierogies Plus,McKees Rocks,Polish,1,4.8,420,True,"Mon-Fri 11am-6pm; Sat 11am-4pm; Sun closed","[\"Polish\", \"takeout\", \"homemade\", \"casual\"]","A humble storefront in McKees Rocks turning out Pittsburgh’s most beloved pierogies, Pierogies Plus is a destination for homemade Polish comfort food. Operated in a repurposed old gas station, this no-frills spot features Eastern European ladies hand-pinching pierogi in the back, ensuring each dumpling is as authentic as it gets.","The menu focuses on traditional pierogi (potato & cheese, sauerkraut, cottage cheese, etc.) available by the dozen—pan-fried with butter and onions if you wish. They also offer haluski (buttery cabbage and noodles), stuffed cabbage rolls, kielbasa, and homemade soups. Most customers get their food to-go, though a few small tables accommodate those who can’t wait to dig in.","Pierogi fans across the city sing the praises of Pierogies Plus. Reviews consistently mention the nostalgia factor and superb quality of the pierogi, often comparing them to what their Babcia or grandmother made. It’s widely regarded as the place to go for an authentic taste of Pittsburgh’s Eastern European heritage.","unassuming and homey", 
